text,emotion
realmente odio esta situacion esta semana,enojo
definitivamente hoy fue un mal dia y no se que hacer,triste
de verdad me duele mucho lo que dijiste y quisiera que no fuera así,triste
sinceramente me siento nervioso por todo lo que pasa,miedo
ahora mismo hoy fue maravilloso otra vez,feliz
estoy muy feliz y emocionado y estoy muy agradecido,feliz
sinceramente estoy muy bajo de animo hoy,triste
me siento muy decaido en este momento y me duele mucho,triste
ahora mismo todo me pone mal esta semana,triste
la verdad es que estoy muy agradecido por este momento,feliz
tengo un presentimiento muy malo y no se que hacer,miedo
me enoja mucho lo que dijiste,enojo
hoy que alegria me da ver tus logros y estoy muy agradecido,feliz
es que estoy muy asustado con lo que dijiste y no se que hacer,miedo
me duele mucho lo que me dijeron de verdad,triste
no puedo evitar que me asusta mucho la situacion actual y eso me preocupa mucho,miedo
ultimamente me siento motivado esta semana,feliz
de verdad estoy muy apenado por lo sucedido y no se como seguir,triste
sinceramente recibi buenas noticias y no se que hacer,feliz
hoy me siento vacio todo el tiempo,triste
me siento increiblemente bien en serio,feliz
ahora mismo estoy muy contento hoy,feliz
la verdad es que siento una inquietud muy grande ahora,miedo
la verdad es que estoy lleno de energia y alegria,feliz
en este momento me siento motivado y no se que hacer,feliz
desde ayer que problema tan absurdo por todo lo que paso,enojo
me siento furioso en este momento,enojo
me duele mucho lo que ocurrio,triste
estoy muy asustado con las noticias y eso me preocupa mucho,miedo
lo que es cierto es que me alegra mucho haberte visto hoy y es lo mejor que me paso,feliz
lo que pasa es que eres un maleducado sin remedio y me parece muy mal,enojo
me siento lleno de alegria y estoy muy contento,feliz
la verdad me siento vacio otra vez,triste
la verdad me siento vacio por todo lo que paso,triste
lo que pasa es que no tolero que me trates asi y eso no esta bien,enojo
te digo que me alegra que todo haya salido bien sin duda,feliz
estoy furioso,enojo
la verdad estoy disfrutando mucho desde hace dias,feliz
realmente todo esta saliendo bien hoy,feliz
te digo que me aterra no tener el control de nada,miedo
de verdad estoy en el mejor momento de mi vida y estoy muy agradecido,feliz
tengo miedo de cometer un error grave y no puedo calmarlo,miedo
te digo que estoy muy triste con lo que me paso de verdad,triste
en este momento tengo ansiedad desde hace dias,miedo
hoy me siento inseguro,miedo
me alegra mucho el resultado final sin duda,feliz
me pone de muy buen humor esto,feliz
en este momento me siento lleno de energia de verdad,feliz
definitivamente odio esta situacion por todo lo que paso,enojo
ultimamente me siento motivado con todo lo que paso,feliz
siento que algo muy importante se perdio y no se como seguir,triste
sinceramente me siento inseguro todo el tiempo,miedo
realmente me siento destruido esta semana,triste
siento el alma muy pesada hoy y no se como seguir,triste
que suerte tan grande la mia,feliz
me siento muy pleno y contento y estoy muy contento,feliz
de verdad siento una tristeza profunda que no pasa y me duele mucho,triste
ultimamente me hicieron perder el tiempo y estoy cansado,enojo
definitivamente hoy fue un gran dia ultimamente,feliz
ahora mismo tengo miedo de hablar,miedo
ultimamente tengo ansiedad y eso me preocupa,miedo
sinceramente tengo temor de que todo cambie de golpe,miedo
siento un miedo enorme que no puedo controlar y eso me preocupa mucho,miedo
definitivamente esto es injusto en este momento,enojo
oye que mal comportamiento tienes y punto,enojo
la verdad me siento horrible otra vez,triste
es que estoy muy asustado con lo que se avecina y me tiene muy nervioso,miedo
en este momento me siento muy triste ultimamente,triste
realmente que problema tan absurdo desde hace dias,enojo
te digo que tengo panico de no salir de esto y eso me preocupa mucho,miedo
me siento lleno de alegria y estoy muy contento,feliz
estoy muy feliz y emocionado de verdad,feliz
realmente tengo ansiedad y no puedo dormir,miedo
ultimamente tengo panico desde hace dias,miedo
no respetas nada ni a nadie y me parece muy mal,enojo
que buena experiencia vivimos juntos sin duda,feliz
en serio me siento muy solo en este momento y no lo puedo superar,triste
sinceramente estoy muy apesadumbrado con las noticias y no se como seguir,triste
en este momento me siento vulnerable por todo lo que paso,miedo
me aterra no tener el control de nada,miedo
ahora mismo estoy harto de esto otra vez,enojo
sinceramente tengo mucho temor de lo que viene,miedo
en serio estoy muy apagado y sin energia y no se como seguir,triste
sinceramente odio esta situacion otra vez,enojo
hoy me siento destruido y me afecta mucho,triste
me indigna tu forma de actuar,enojo
estoy muy apagado y sin energia y me duele mucho,triste
siento que todo se fue y no volvera y quisiera que no fuera así,triste
estoy muy asustado de tomar esa decision y no se que hacer,miedo
la verdad es que estoy muy decaido y sin esperanza y no se como seguir,triste
en este momento estoy temblando de nervios esta semana,miedo
me siento vacio en este momento,triste
ahora mismo tengo mucho miedo y eso me preocupa,miedo
estoy muy nervioso con esta situacion,miedo
desde ayer me siento vacio todo el tiempo,triste
ultimamente tengo ansiedad ultimamente,miedo
definitivamente me sacaron la paciencia desde hace dias,enojo
en serio me duele mucho todo lo que ocurrio y no lo puedo superar,triste
hoy me siento vulnerable por todo lo que paso,miedo
definitivamente me siento incomodo con esto desde hace dias,miedo
honestamente me da demasiada rabia todo el tiempo,enojo
desde ayer me sacaron la paciencia por todo lo que paso,enojo
me da alegria ver que todo funciona,feliz
en serio me duele mucho lo que esta pasando y quisiera que no fuera así,triste
hoy recibi buenas noticias ultimamente,feliz
me alegra mucho tu compania,feliz
oye que irresponsable eres con todo y no lo entiendo,enojo
te juro que me tienen harto con todo esto de verdad,enojo
no puedo evitar que estoy muy asustado sin saber que hacer y no se que hacer,miedo
la verdad estoy demasiado preocupado y no se que hacer,miedo
sinceramente me siento muy triste otra vez,triste
en serio me da mucha rabia lo que hiciste sin excusas,enojo
la verdad tengo panico todo el tiempo,miedo
me alegra mucho haberte visto hoy y estoy muy contento,feliz
me duele el corazon con lo que paso y quisiera que no fuera así,triste
no puedo creer que eres un egoista de primera sin excusas,enojo
la verdad es que que alegria me da verte bien y es lo mejor que me paso,feliz
te digo que me entristece mucho la distancia entre nosotros,triste
en este momento me siento feliz ultimamente,feliz
estoy muy asustado sin saber que hacer y no puedo calmarlo,miedo
es que tengo miedo de cometer un error grave y no se que hacer,miedo
eso estuvo muy mal hecho y no lo voy a tolerar,enojo
en serio me pone de muy buen humor esto,feliz
sinceramente no tengo ganas de nada esta semana,triste
en este momento me siento horrible hoy,triste
realmente estoy muy emocionado esta semana,feliz
ultimamente estoy demasiado cansado otra vez,triste
me siento increiblemente bien,feliz
sinceramente me siento inseguro desde hace dias,miedo
hoy que buen momento para estar feliz y no lo puedo creer,feliz
desde ayer no aguanto mas desde hace dias,enojo
te digo que estoy muy satisfecho con el dia de hoy,feliz
hoy me siento derrotado y no se que hacer,triste
no tolero mas esta situacion en serio,enojo
la verdad estoy harto de todo todo el tiempo,enojo
sabes que estoy muy agradecido con todos y estoy muy contento,feliz
realmente me duele mucho esto desde hace dias,triste
te digo que siento una melancolia muy grande ahora y quisiera que no fuera así,triste
estoy muy asustado sin saber que hacer y me tiene muy nervioso,miedo
realmente tengo miedo de fallar todo el tiempo,miedo
me da mucho temor el futuro cercano,miedo
la verdad es que estoy emocionado con las noticias y es lo mejor que me paso,feliz
me aterra pensar en perder el control y me tiene muy nervioso,miedo
definitivamente me sacaron la paciencia por todo lo que paso,enojo
es que me da terror no saber que va a pasar,miedo
ultimamente siento mucha presion y no se que hacer,miedo
sinceramente me siento destruido por todo lo que paso,triste
estoy muy triste con lo que resulto,triste
hoy todo salio mal todo el tiempo,triste
hoy esto arruino mi dia de verdad,enojo
siento que nada tiene sentido ahora,triste
sinceramente me da terror no saber que va a pasar y me tiene muy nervioso,miedo
desde ayer me siento furioso,enojo
de verdad siento un vacio enorme dentro de mi,triste
hoy me alegra ver que todo salio bien,feliz
la verdad es que me duele mucho haber llegado a esto y me duele mucho,triste
estoy muy decaido y no quiero hablar y no se como seguir,triste
la verdad es que que buen trabajo hiciste hoy y no lo puedo creer,feliz
desde ayer me siento horrible desde hace dias,triste
estoy muy asustado con lo que se avecina,miedo
es que estas actuando muy mal,enojo
la verdad es que siento una tristeza que no puedo superar,triste
realmente ya no quiero hablar por todo lo que paso,triste
ultimamente todo esta saliendo bien desde hace dias,feliz
que bonita sorpresa me llevé hoy de verdad,feliz
la verdad estoy agotado emocionalmente por todo lo que paso,triste
la verdad es que estoy muy angustiado con las noticias de hoy y no puedo calmarlo,miedo
te digo que me pone muy feliz lo que dijiste,feliz
estoy muy angustiado con las noticias de hoy,miedo
en serio me siento muy bien por todo de verdad,feliz
desde ayer estoy agradecido por todo y me afecta mucho,feliz
estoy muy bajoneado sin poder levantarme,triste
te digo que que bonito dia fue este para todos,feliz
definitivamente quiero estar solo,triste
en este momento todo esta saliendo bien y me encanta,feliz
realmente me siento vacio todo el tiempo,triste
me tienes agotado con tus cosas,enojo
la verdad me siento feliz ultimamente,feliz
estoy cansado mentalmente en este momento,triste
me asusta pensar en las consecuencias de verdad,miedo
tengo panico de perder lo que tengo,miedo
en este momento odio esta situacion todo el tiempo,enojo
en serio estoy muy apenado y no se que decir y no lo puedo superar,triste
que alegria me da verte bien sin duda,feliz
estoy muy emocionado con esto y estoy muy agradecido,feliz
estoy agradecido por todo y me afecta mucho,feliz
sinceramente me siento vacio desde hace dias,triste
en este momento estoy agotado emocionalmente otra vez,triste
desde ayer todo esta mejorando esta semana,feliz
realmente me siento increible en este momento,feliz
no puedo evitar que estoy muy nervioso con todo lo que pasa y me tiene muy nervioso,miedo
realmente estoy agotado emocionalmente todo el tiempo,triste
definitivamente todo me pone mal todo el tiempo,triste
la verdad estoy emocionado con todo lo que paso,feliz
la verdad siento demasiado temor y me afecta mucho,miedo
la verdad me siento horrible y no se que hacer,triste
me siento solo y muy triste y no se como seguir,triste
me da pavor la incertidumbre que siento de verdad,miedo
sabes que estoy muy contento con lo que paso y estoy muy agradecido,feliz
que dia tan maravilloso fue hoy,feliz
que buen momento para estar feliz en serio,feliz
me alegra muchisimo lo que paso de verdad,feliz
hoy tengo panico todo el tiempo,miedo
la verdad esto es injusto todo el tiempo,enojo
realmente hoy fue maravilloso y no se que hacer,feliz
siento una angustia muy grande ahora y eso me preocupa mucho,miedo
desde ayer me siento horrible todo el tiempo,triste
estoy muy agradecido por este momento y estoy muy agradecido,feliz
es que me da mucho miedo el futuro,miedo
en serio que irresponsable eres con todo y eso no esta bien,enojo
en este momento estoy muy preocupado por todo lo que paso,miedo
estoy muy feliz con el resultado,feliz
me da demasiada rabia,enojo
sinceramente me siento lleno de energia y eso me alegra,feliz
de verdad eso estuvo muy mal hecho y punto,enojo
lo que pasa es que estoy muy apenado por lo sucedido,triste
en este momento me siento lleno de energia,feliz
realmente me siento vulnerable en este momento,miedo
estoy muy emocionado con esto sin duda,feliz
ahora mismo esto me molesta mucho de verdad,enojo
no te soporto mas sin excusas,enojo
estoy muy nervioso por lo que puede pasar,miedo
te digo que estoy muy bajo de animo hoy,triste
tengo miedo de cometer un error grave y no se que hacer,miedo
sabes que que buena experiencia fue esa sin duda,feliz
es que me aterra pensar en lo que puede ocurrir y no se que hacer,miedo
mira me enfurece tu actitud y me parece muy mal,enojo
estoy muy asustado de perder lo que amo,miedo
desde ayer ya me canse de esto desde hace dias,enojo
honestamente estoy harto de esto desde hace dias,enojo
