text,emotion
no te miento me da ansiedad conocer gente nueva todo el tiempo,miedo
termine de pagar mi deuda y no puedo evitarlo,feliz
fijate que nacio mi hijo y no puedo evitarlo,feliz
me toco dejar los estudios por plata y me cuesta mucho,triste
en serio hoy descanse bien por primera vez en mucho tiempo y ya,feliz
fijate que estoy muy asustado con lo que puede pasar y no es facil,miedo
oye no quise hablar con nadie hoy y no puedo evitarlo,triste
en serio me trataron como si no existiera sinceramente,enojo
fijate que perdi tiempo en algo que no valio sinceramente,enojo
ahora mismo mi jefe quedo contento con mi trabajo y eso me tiene mal,feliz
mira me asusta mucho lo que esta pasando en el barrio,miedo
hoy cambiaron todo sin avisarme y nadie lo sabe,enojo
hoy me aterra quedar mal frente a todos,miedo
te cuento que mi abuelo ya no esta y ya,triste
mira perdi algo muy importante pero no digo nada,triste
no entendi el tono del mensaje y me confundi y me afecta mucho,triste
si esto no funciona no se que voy a hacer y me tiene mal,miedo
te digo que me alegra que todo haya salido bien,feliz
desde ayer me hicieron perder el tiempo otra vez,enojo
parce me puse muy feliz con eso parce la verdad,feliz
mira me enfurece que actuen asi la verdad,enojo
es que tengo panico de fallar cuando todos confian en mi y ya,miedo
fijate que siento que las cosas mejoran y necesito que alguien me entienda,feliz
estoy disfrutando mucho esta semana,feliz
es que hoy amaneci con toda la actitud y nadie lo sabe,feliz
siento panico cada vez que pienso en eso de verdad,miedo
es que me senti aceptado como soy y eso me tiene mal,feliz
me angustia no tener todo claro a mi edad y nadie lo entiende,miedo
fijate que me da mucha pena decirle eso a la gente,miedo
hermano me cayo del cielo esa noticia parce,feliz
es que me comparo mucho con los demas y me hace mal,triste
estoy realmente indignado todo el tiempo,enojo
te digo que me da miedo que graben algo mio sin permiso,miedo
lo que pasa es que que irresponsable eres en serio y me parece muy mal,enojo
la verdad me estan ocultando algo y eso me pone nervioso y ya,miedo
la verdad me da ansiedad publicar algo y que lo juzguen,miedo
te cuento que ya no tengo fuerzas para nada sinceramente,triste
sinceramente me sacaron la paciencia,enojo
fijate que me salio redondo todo hoy y ya,feliz
me siento muy vacio aunque tenga cosas que hacer,triste
oye no entendi el tono del mensaje y me confundi y nadie lo entiende,triste
en serio no entiendo como la gente puede ser asi,enojo
desde hace dias me siento muy bien conmigo mismo sinceramente,feliz
hoy tengo miedo de que me alejen si se dan cuenta como soy y me pesa cargarlo solo,miedo
de verdad me duele mucho lo que dijiste de verdad,triste
es que estoy muy cansado de lucharla solo de verdad,triste
fijate que no alcance el cupo en la universidad publica,triste
te cuento que hicimos sancocho en familia y fue muy rico,feliz
para serte honesto no quiero mandar el audio por miedo a como sueno y quisiera que alguien me ayudara,miedo
en este momento me siento increible y me encanta,feliz
no se me comparo mucho con los demas y me hace mal y nadie lo entiende,triste
en este momento estoy temblando de nervios esta semana,miedo
ultimamente tengo panico de fallar cuando todos confian en mi y no puedo evitarlo,miedo
siento que estoy decepcionando a todos y ya,triste
fijate que tengo un presentimiento muy malo,miedo
sinceramente tengo miedo de decir algo y que lo tomen mal parce,miedo
hermano estoy muy cansado de lucharla solo y ya,triste
parce tengo miedo de que me quiten el trabajo de verdad,miedo
es que me salio el traslado que pedi pero bueno,feliz
hoy me hicieron perder un dia entero,enojo
te cuento que me fui de viaje y ya,feliz
sinceramente me respondieron con mala cara sin razon la verdad,enojo
la verdad es que no se si actue bien y eso no me deja tranquilo y me tiene agotado,miedo
es que vi las historias de todos y me senti muy mal,triste
hermano tengo panico de que me pregunten algo en clase,miedo
siento que el tiempo se me acaba y no he hecho nada,miedo
fijate que me tiene muy apagado esta situacion parce,triste
realmente estoy demasiado molesto desde hace dias,enojo
oye siento que me estoy quedando sin opciones sinceramente,miedo
hoy me toca salir tarde y me da miedo en la calle y me cuesta mucho,miedo
la verdad es que me corrigieron el tono sin escuchar lo que dije y quisiera que alguien me ayudara,enojo
sinceramente me siento vacio y no se que hacer,triste
hoy me tiene muy apagado esta situacion y ya,triste
sinceramente no se que va a pasar y eso me preocupa,miedo
es que me tiene muy triste esta vuelta,triste
no se que va a pasar desde hace dias,miedo
nadie me dio una respuesta clara pero bueno,enojo
me tienen harto con tanta mentira y me parece muy mal,enojo
ultimamente estoy muy ilusionado con lo que viene la verdad,feliz
lo que pasa es que hoy llore sin saber por que y me afecta mucho,triste
para serte honesto quise decir algo pero no encontre las palabras y no se como manejarlo,triste
siento que algo malo va a pasar y no se que hacer,miedo
en serio el transporte salio tardisimo y llegue tarde por eso y no es facil,enojo
desde hace dias me hicieron una videollamada sorpresa sinceramente,feliz
la verdad tengo miedo de fallar y eso me preocupa,miedo
hoy me dejaron hacer todo el trabajo solo,enojo
te juro que me pidieron algo de ultimo momento y no es facil admitirlo,enojo
es que cumpli la meta que me habia puesto y ya,feliz
desde hace dias pude mantener una conversacion sin angustiarme y no se como manejarlo,feliz
ahora mismo me siento increible en este momento,feliz
lo que pasa es que me hicieron sentir especial y eso me pesa,feliz
ultimamente me rindo de intentarlo y eso me pesa,triste
de verdad me molesta tu falta de consideracion y ya me canse,enojo
mira me pusieron a hacer el trabajo de todos,enojo
te digo que no se para donde voy y eso me asusta y me pone triste,triste
es que estoy muy ido hoy no se que me pasa y nadie lo sabe,triste
de verdad me decepciono mucho lo que hiciste y no lo voy a tolerar,enojo
sinceramente tengo mucho temor de lo que viene de verdad,miedo
oye me trataron como si no existiera y necesito que alguien me entienda,enojo
me siento excelente hoy en este momento,feliz
me dejaron plantado y ni se disculparon y me cuesta mucho,enojo
la verdad es que siento un vacio que no puedo llenar y no se como seguir,triste
no te miento estoy muy nervioso con esa vuelta,miedo
realmente estoy muy emocionado esta semana,feliz
que experiencia tan maravillosa fue,feliz
la verdad estoy demasiado angustiado para pensar pero no digo nada,miedo
sinceramente me duele mucho lo que ocurrio de verdad,triste
no te miento me dejo mi novia y estoy muy bajoneado y no se que hacer,triste
me quede sin trabajo y no se que hacer,triste
te cuento que nacio mi hija pero bueno,feliz
fijate que estoy apostando todo a esto y no puedo evitarlo,miedo
hoy estoy muy asustado con lo que puede pasar parce,miedo
sinceramente compre mi primera casa,feliz
por fin termine el proyecto y eso me pesa,feliz
la verdad es que me fui de la reunion antes porque no podia mas pero necesitaba decirlo,triste
la verdad es que me da pavor la incertidumbre que siento,miedo
para serte honesto estoy rodeado de gente y me siento solo y eso me pesa,triste
la verdad es que hablaron de algo que yo no sabia y me senti excluido y no lo digo seguido,triste
hoy no tenemos para el arriendo este mes y me cuesta mucho,triste
te cuento que quede muy contento con el resultado y ya,feliz
hoy me reportaron sin motivo y me bloquearon la cuenta,enojo
me duele mucho todo lo que ocurrio y no se como seguir,triste
hoy esto me molesta mucho desde hace dias,enojo
siento una soledad muy grande ahora,triste
oye me cancelaron la cita sin avisar pero bueno,enojo
la verdad es que siento una soledad enorme que me pesa de verdad,triste
men tengo miedo de llegar a cierta edad sin haber logrado nada y me afecta,miedo
en serio mi mejor amigo se fue para otro pais y me tiene mal,triste
hoy nadie me dio una respuesta clara y no puedo evitarlo,enojo
ultimamente tengo miedo de hablar desde hace dias,miedo
no puedo evitar que no se que va a pasar y me aterra,miedo
no te miento mi equipo gano hoy y estoy feliz parce,feliz
hoy me toco vender el carro que tanto queria de verdad,triste
fijate que siento que todo el mundo sigue y yo me quede quieto pero bueno,triste
ahora mismo dije algo que no quise decir y no se como explicarlo y eso me tiene mal,triste
hoy que dia tan productivo tuve hoy y no lo puedo creer,feliz
la verdad me salio el cupo en el sena,feliz
hoy aprobe todas las materias este semestre parce,feliz
no se si contarte pero tengo miedo de ver lo que me respondieron y nadie lo entiende,miedo
hoy estoy muy mamado de todo y ya,triste
hoy me pidieron algo de ultimo momento y no se como manejarlo,enojo
estoy muy feliz con mis logros y estoy muy agradecido,feliz
te cuento que hoy me fue de pelos y eso me duele,feliz
parce hoy me fue de pelos,feliz
no se si contarte pero pude mantener una conversacion sin angustiarme y quisiera que alguien me ayudara,feliz
oye me tiene con los nervios destrozados,miedo
te juro que me copiaron el trabajo y lo publicaron como propio y me afecta mucho,enojo
la verdad me siento vacio por todo lo que paso,triste
siento una ansiedad muy fuerte ahora,miedo
me perdi un momento importante de verdad,triste
hoy no pude ir a la graduacion y ya,triste
es que me duele el alma y es agotador,triste
desde ayer no soporto esta situacion otra vez,enojo
oye siento que todos avanzan menos yo,triste
vi algo que me dejo muy intranquilo de verdad,miedo
parce estoy que no me la creo hermano,feliz
es que aprobe la materia que tenia perdida y no lo digo seguido,feliz
en serio estoy muy bajoneado sin poder levantarme y no lo puedo superar,triste
fijate que nacio mi hija de verdad,feliz
siento que me quede atras y no se que hacer,triste
la verdad extraño como era todo antes y no se que hacer,triste
me llamaron de la empresa y no dijeron para que,miedo
estoy muy asustado con lo que se avecina,miedo
me asusta mucho la situacion actual,miedo
sinceramente estoy muy nervioso de cara a lo que viene y no puedo calmarlo,miedo
no se si contarte pero no se si actue bien y eso no me deja tranquilo sinceramente,miedo
sinceramente mi equipo gano hoy y estoy feliz,feliz
te juro que siento que nadie me toma en serio y no se que hacer,enojo
bro siento que todos avanzan menos yo y ya,triste
hoy me canse de pedir ayuda y no recibirla,triste
fijate que me preocupa no poder lograrlo y me tiene mal,miedo
mira siento que el tiempo paso y yo no hice nada pero bueno,triste
la verdad es que todos parecen entender menos yo pero necesitaba decirlo,triste
manana es el dia y no estoy listo y me tiene mal,miedo
oye manana tengo una prueba importante y estoy nervioso y es agotador,miedo
realmente estoy demasiado preocupado ultimamente,miedo
ya no hablo con alguien que queria mucho de verdad,triste
definitivamente me da mucha rabia y me afecta mucho,enojo
desde hace dias me mandaron audio de voz gritando y no se que hacer,enojo
siento mucha angustia en este momento y me tiene muy nervioso,miedo
es que me duele el alma otra vez,triste
ya les dije mil veces y no cambia nada y no lo digo seguido,enojo
estoy muy triste con el resultado y no lo puedo superar,triste
no se me siento muy pleno con lo que estoy haciendo y me cuesta aceptarlo,feliz
hoy me prometieron algo y no lo cumplieron,enojo
la verdad defendi mi proyecto y quede bien,feliz
vieja me cobraron mas de lo que decia el precio y eso me duele,enojo
de verdad me entristece mucho lo que paso,triste
me dejaron esperando sin explicacion y ya,enojo
no puedo creer que ya me canse de repetirte lo mismo en serio,enojo
es que estoy muy molesto con lo que hicieron,enojo
en este momento me siento motivado ultimamente,feliz
definitivamente me siento horrible hoy otra vez,triste
lo que pasa es que perdi tiempo en algo que no valio y necesito que alguien me entienda,enojo
me hablaron muy feo sin ninguna razon y me cuesta mucho,enojo
la verdad me tiene muy preocupado lo que esta pasando,miedo
la verdad es que siento una pena muy grande ahora y me duele mucho,triste
parce el transporte salio tardisimo y llegue tarde por eso parce,enojo
en serio siento que el tiempo se me acaba y no he hecho nada y me cuesta aceptarlo,miedo
te juro que no puedo creer tu irresponsabilidad sin excusas,enojo
no te miento siento que no encajo en ningún lado sinceramente,triste
es que me da una ira terrible,enojo
eso me pone muy furioso parce y ya,enojo
te cuento que me salio el traslado que pedi hermano,feliz
ahora mismo siento demasiado temor y me afecta mucho,miedo
en serio me tiene muy cansado esa actitud y nadie lo entiende,enojo
ultimamente tengo miedo de mandar ese mensaje y que lo tomen mal pero necesitaba decirlo,miedo
hoy amaneci con toda la actitud,feliz
para serte honesto me pidieron algo de ultimo momento y no lo digo seguido,enojo
es que me pidieron que fuera a una reunion sin decirme de que y me tiene mal,miedo
no se si contarte pero logre terminar algo que habia dejado pendiente y quisiera que alguien me ayudara,feliz
